Food,Calories,Protein,Fat,Carbs,Fiber
cereal,157.3,2.9,2.1,31.3,2.6
dates,264.3,1.7,0.2,75.2,6.5
caesar salad,189.1,6.8,14.0,11.5,1.9
black tea,2.1,0.0,0.0,0.4,0.0
dates,288.1,1.8,0.2,71.5,6.9
peanut butter toast,271.4,10.4,13.7,24.8,2.9
pide,284.3,11.1,8.8,42.9,2.0
spinach,22.3,2.8,0.4,3.8,2.2
nihari,179.9,15.6,10.8,4.1,0.5
daal,117.3,7.8,0.4,20.1,7.9
qorma,241.6,17.4,16.3,8.2,0.5
egg,152.0,13.1,10.6,1.1,0.0
ayran,56.8,3.0,2.6,4.8,0.0
samosa,264.0,4.9,14.2,30.1,2.1
doner kebab,239.7,19.2,12.3,18.8,1.5
greek yogurt,104.4,17.8,0.7,6.2,0.0
chana,155.8,9.0,2.7,27.6,7.3
raita,58.9,3.0,3.4,4.4,0.0
green tea,2.1,0.0,0.0,0.5,0.0
biryani,206.2,9.0,7.0,27.8,0.8
seekh kebab,228.5,18.8,14.9,2.0,0.5
chana,167.3,8.6,2.7,27.1,7.8
mutton,281.3,24.8,21.1,0.0,0.0
steak,266.2,26.5,18.0,0.0,0.0
pide,281.2,11.0,8.7,41.9,2.0
turkish bread,276.3,8.9,3.5,50.2,2.1
paye,182.6,17.2,12.2,2.0,0.0
pasta,220.5,7.8,5.0,39.5,2.5
peanut butter toast,261.7,9.9,13.4,25.3,3.0
banana,87.1,1.1,0.3,22.5,2.6
kheer,152.0,3.9,5.1,22.5,0.2
whole wheat bread,235.9,12.5,4.0,41.8,7.3
chicken wings,289.7,26.9,19.7,0.0,0.0
caesar salad,185.6,6.8,14.4,10.8,2.0
aloo paratha,307.8,6.7,13.6,46.3,2.4
orange juice,116.9,1.6,0.5,27.1,0.5
mutton,302.3,24.8,21.5,0.0,0.0
pasta,222.9,8.2,5.2,39.3,2.6
samosa,263.7,5.0,13.5,31.4,2.1
pulao,184.7,5.8,5.1,28.0,0.8
chai,41.2,1.5,2.0,4.6,0.0
mango,60.9,0.8,0.4,15.7,1.6
dahi,62.6,3.6,3.2,4.7,0.0
chickpeas,163.7,8.8,2.5,28.2,7.7
egg,148.3,12.5,11.2,1.1,0.0
roti,266.9,7.7,3.8,51.2,2.7
watermelon,29.3,0.6,0.2,7.8,0.4
turkish bread,280.6,8.7,3.6,54.3,1.9
chicken biryani,200.4,13.5,7.8,26.4,0.9
broccoli,34.4,2.8,0.4,6.9,2.7
dahi,58.3,3.4,3.1,4.7,0.0
jalebi,364.9,2.1,9.7,66.8,0.3
mutton biryani,223.2,15.5,9.7,26.2,0.8
whole wheat bread,241.0,12.7,4.3,42.5,6.9
almonds,590.2,20.4,48.0,22.2,11.9
fish,142.4,19.8,5.9,0.0,0.0
lentils,119.6,9.1,0.4,19.2,7.9
pasta,216.6,7.8,4.9,39.6,2.5
baklava,342.3,4.9,17.4,41.9,1.5
paratha,324.1,7.3,14.0,44.7,2.2
mutton,280.2,26.2,21.3,0.0,0.0
tomato,18.6,0.9,0.2,4.1,1.2
boiled eggs,159.9,12.8,11.1,1.1,0.0
pulao,179.2,5.9,5.1,28.8,0.8
banana,88.9,1.1,0.3,23.5,2.5
whole wheat bread,238.2,13.6,4.3,41.6,7.0
caesar salad,197.6,6.9,14.6,11.5,2.1
shami kebab,207.3,16.7,14.0,7.2,1.0
peanut butter toast,270.2,10.2,13.9,25.5,3.1
halwa,328.4,3.1,14.0,48.4,1.0
falafel,330.8,12.7,18.0,32.8,5.8
spinach,23.6,2.9,0.4,3.4,2.3
grilled chicken,168.4,32.1,3.6,0.0,0.0
pide,298.2,11.0,8.8,40.8,2.0
pizza slice,267.6,11.1,9.8,33.0,2.4
brown rice,111.7,2.6,0.9,23.0,1.9
soup,77.3,4.1,2.0,9.5,1.5
turkish bread,273.3,9.0,3.4,50.9,2.1
mutton,284.6,25.3,21.4,0.0,0.0
chickpeas,157.6,9.3,2.5,26.7,7.9
greek yogurt,100.5,16.5,0.7,6.2,0.0
beef pulao,203.5,14.0,7.0,25.0,0.8
pizza slice,255.1,11.4,9.7,33.9,2.3
qorma,254.2,17.4,15.3,8.0,0.5
paneer,271.3,18.9,21.4,1.2,0.0
seekh kebab,212.5,19.9,15.4,2.1,0.5
ayran,53.1,3.0,2.6,4.8,0.0
pide,298.3,11.2,9.1,42.4,2.1
chicken breast,159.9,29.5,3.7,0.0,0.0
grilled chicken,164.3,29.6,3.6,0.0,0.0
chicken tikka,193.6,24.3,8.9,2.0,0.3
chai,41.4,1.5,2.0,4.3,0.0
chana masala,165.5,9.0,2.5,27.8,7.8
beef pulao,205.9,14.5,7.0,25.8,0.8
pasta,212.3,7.7,5.2,39.3,2.5
lentil soup,125.9,8.3,2.4,20.0,5.1
raita,60.3,3.1,3.5,4.5,0.0
qorma,243.4,17.9,16.5,8.0,0.5
hummus,185.2,7.9,10.0,16.4,6.0
banana,91.2,1.1,0.3,23.8,2.5
dal makhani,173.8,9.0,8.0,21.0,5.1
kofte,256.6,19.5,16.1,5.1,0.5
turkish bread,281.7,8.6,3.6,51.4,1.9
chapli kebab,278.8,18.8,20.4,4.9,0.5
qorma,251.5,18.2,16.0,8.1,0.5
dates,274.4,1.7,0.2,75.9,6.4
pasta,227.3,8.0,5.0,39.5,2.5
biryani,207.6,9.2,6.8,26.6,0.8
egg,157.3,13.0,10.6,1.1,0.0
turkish bread,264.9,8.6,3.5,51.8,2.0
beef pulao,200.9,13.4,7.3,25.1,0.8
kofte,234.9,18.5,16.1,5.1,0.5
banana,90.2,1.1,0.3,22.5,2.5
mango,62.3,0.8,0.4,15.2,1.6
brown rice,111.4,2.7,0.9,22.8,1.8
banana,85.9,1.1,0.3,22.6,2.7
black tea,2.0,0.0,0.0,0.4,0.0
carrot,42.9,0.9,0.2,9.8,2.9
lassi,70.7,3.7,3.4,6.4,0.0
dahi,58.8,3.6,3.3,4.8,0.0
caesar salad,191.8,7.2,13.4,11.0,2.0
shami kebab,216.2,16.0,13.5,6.8,1.0
jalebi,366.3,1.9,9.7,65.0,0.3
mango,60.5,0.8,0.4,14.5,1.6
egg,152.2,13.5,11.5,1.1,0.0
ayran,55.8,3.0,2.6,5.2,0.0
samosa,251.4,5.0,14.2,30.6,2.1
boiled eggs,157.6,12.8,10.5,1.1,0.0
raita,61.9,3.1,3.5,4.5,0.0
chicken breast,170.9,31.1,3.4,0.0,0.0
pide,288.3,10.8,9.2,42.8,1.9
beef pulao,208.4,14.2,7.2,27.0,0.8
avocado toast,228.9,6.3,15.1,23.0,6.1
broccoli,34.4,2.8,0.4,6.7,2.7
orange juice,110.5,1.7,0.5,25.8,0.5
pancakes,220.9,5.9,7.0,36.0,1.5
aloo gosht,181.1,13.0,9.7,8.7,1.2
dal makhani,183.5,8.9,8.2,20.7,5.1
paye,194.0,17.6,12.0,2.0,0.0
pizza slice,272.7,11.2,9.6,33.0,2.3
daal,117.2,8.2,0.4,20.0,7.9
baklava,329.3,4.9,17.3,39.8,1.4
chapli kebab,274.7,18.0,19.3,5.2,0.5
avocado toast,244.1,5.8,15.6,22.7,6.2
chana,158.0,9.2,2.5,27.2,7.6
beef tacos,220.0,12.5,10.6,20.8,3.1
spinach,23.8,2.8,0.4,3.7,2.2
palak paneer,228.2,11.8,15.6,8.4,3.1
kofte,242.6,19.9,15.8,5.2,0.5
oatmeal,153.2,6.1,3.3,25.8,3.8
lentils,118.7,8.9,0.4,20.6,7.7
pizza slice,272.6,11.5,9.8,34.2,2.3
caesar salad,182.8,7.0,14.1,11.2,2.1
beef tacos,218.9,12.4,11.2,19.3,3.1
omelette,149.4,11.5,10.9,1.7,0.0
dahi,60.2,3.4,3.1,4.6,0.0
dahi,58.7,3.6,3.3,4.7,0.0
carrot,41.3,0.9,0.2,10.5,2.9
mixed vegetables,53.2,2.6,0.5,10.1,3.6
aloo gosht,183.4,13.4,10.5,9.3,1.2
kidney beans,124.2,8.4,0.5,23.3,6.7
steak,277.9,26.8,18.1,0.0,0.0
shawarma,231.6,17.3,10.5,16.7,1.2
sandwich,238.0,12.6,9.3,33.5,1.9
pulao,183.5,6.1,4.9,28.5,0.8
mac and cheese,308.5,12.1,12.8,39.5,1.5
biryani,203.6,8.9,6.8,27.9,0.8
grilled salmon,207.5,20.4,13.1,0.0,0.0
caesar salad,197.0,6.8,14.4,10.6,2.1
pide,289.8,10.7,8.8,41.1,2.0
peanuts,542.3,25.2,47.5,15.4,8.7
cottage cheese,101.0,11.6,4.4,3.4,0.0
pulao,184.7,5.8,5.1,27.5,0.8
peanut butter toast,270.9,10.4,14.3,26.6,3.0
lentils,121.0,8.7,0.4,21.0,8.1
hummus,176.8,7.7,10.2,15.6,5.9
mutton,280.0,25.3,20.2,0.0,0.0
steak,258.5,25.8,17.4,0.0,0.0
aloo gosht,171.2,13.6,10.0,9.0,1.3
naan,303.4,8.8,6.1,55.4,1.9
protein shake,155.9,31.4,2.9,8.3,1.0
samosa,257.0,4.9,13.8,30.0,2.2
saag,60.3,3.5,3.0,6.1,2.4
palak paneer,215.9,12.6,14.5,8.1,2.9
grilled chicken,162.6,30.5,3.7,0.0,0.0
